id,date,time,A,B,C,D,E,F,G,H
112419,1/11/2022,12:50:00,1818,744,1916,747,1552,752,11959,1483
112420,1/11/2022,13:00:27,0,0,0,0,0,0,0,0
112421,1/11/2022,13:10:00,1818,743,1916,747,1552,752,11942,1479
112422,1/11/2022,13:20:00,1818,744,1916,747,1559,752,11969,1483
112423,1/11/2022,13:30:22,0,0,0,0,0,0,0,0
112424,1/11/2022,13:40:06,1822,744,1919,747,1555,755,11942,1479
112425,1/11/2022,13:50:00,1821,745,1918,747,1548,752,11942,1474
112426,1/11/2022,14:00:27,0,0,0,0,0,0,0,0
112427,1/11/2022,14:10:07,1819,742,1921,747,1557,753,11944,1475
112428,1/11/2022,14:20:00,1820,742,1921,747,1557,751,11949,1475
112429,1/11/2022,14:30:22,0,0,0,0,0,0,0,0
112430,1/11/2022,14:40:07,1823,745,1921,747,1558,751,11942,1465
112431,1/11/2022,14:50:00,1823,742,1921,747,1559,752,11942,1467
112432,1/11/2022,15:00:19,0,0,0,0,0,0,0,0
112433,1/11/2022,15:10:06,1823,744,1922,747,1558,751,11945,1477
112434,1/11/2022,15:20:00,1823,743,1924,747,1558,752,11942,1478
112435,1/11/2022,15:30:27,0,0,0,0,0,0,0,0
112436,1/11/2022,15:40:01,1824,742,1926,747,1558,754,11953,1483
112437,1/11/2022,15:50:01,1825,742,1926,747,1558,752,11991,1483
112438,1/11/2022,16:00:33,0,0,0,0,0,0,0,0
112439,1/11/2022,16:10:08,1824,744,1926,747,1567,752,11971,1498
112440,1/11/2022,16:20:00,1825,742,1926,747,1562,753,11955,1497
112441,1/11/2022,16:30:28,0,0,0,0,0,0,0,0
112442,1/11/2022,16:40:01,1824,742,1926,747,1559,754,11942,1493
112443,1/11/2022,16:50:02,1825,742,1930,747,1561,756,11942,1493
112444,1/11/2022,17:10:00,1828,743,1928,747,1562,754,11928,1493
112445,1/11/2022,17:20:05,1825,746,1927,747,1566,752,11940,1495
112446,1/11/2022,17:30:26,0,0,0,0,0,0,0,0
112447,1/11/2022,17:40:04,1828,742,1931,747,1564,752,11940,1498
112448,1/11/2022,17:50:01,1828,743,1931,747,1567,752,11928,1502
112449,1/11/2022,18:00:18,0,0,0,0,0,0,0,0
112450,1/11/2022,18:10:09,1828,746,1931,747,1570,754,11898,1503
112451,1/11/2022,18:10:15,0,0,0,0,0,0,0,0
112452,1/11/2022,18:20:01,1828,743,1931,747,1568,752,11934,1508
112453,1/11/2022,18:30:27,0,0,0,0,0,0,0,0
112454,1/11/2022,18:40:01,1828,746,1931,747,1572,753,11940,1512
112455,1/11/2022,18:50:01,1832,743,1931,747,1577,753,11936,1513
112456,1/11/2022,19:00:19,1829,746,1931,747,1575,752,11913,1513
112457,1/11/2022,19:10:01,1829,746,1931,747,1575,752,11928,1513
112458,1/11/2022,19:20:00,1829,746,1931,747,1575,754,11915,1513
112459,1/11/2022,19:30:28,0,0,0,0,0,0,0,0
112460,1/11/2022,19:40:01,1829,746,1931,747,1576,752,11936,1515
112461,1/11/2022,19:50:00,1833,746,1931,747,1576,752,11939,1518
112462,1/11/2022,20:10:00,1829,746,1931,747,1577,755,11934,1518
112463,1/11/2022,20:20:00,1829,746,1932,747,1577,752,11905,1518
112464,1/11/2022,20:40:00,1833,746,1932,747,1577,752,11929,1518
112465,1/11/2022,20:50:03,1833,746,1932,747,1577,753,11906,1518
112466,1/11/2022,21:00:26,0,0,0,0,0,0,0,0
112467,1/11/2022,21:10:01,1833,746,1932,747,1577,755,11914,1519
112468,1/11/2022,21:20:00,1833,746,1933,747,1580,756,11905,1522
112469,1/11/2022,21:40:03,1833,746,1932,747,1582,755,11930,1523
112470,1/11/2022,21:50:01,1832,746,1935,747,1582,753,11938,1523
112471,1/11/2022,22:00:25,0,0,0,0,0,0,0,0
112472,1/11/2022,22:10:00,1833,746,1935,747,1582,752,11940,1523
112473,1/11/2022,22:20:00,1833,746,1934,747,1582,753,11893,1523
112474,1/11/2022,22:30:27,0,0,0,0,0,0,0,0
112475,1/11/2022,22:40:00,1833,746,1934,747,1582,752,11903,1523
112476,1/11/2022,22:50:00,1833,746,1933,747,1585,753,11938,1523
112477,1/11/2022,23:00:27,0,0,0,0,0,0,0,0
112478,1/11/2022,23:20:00,1834,746,1934,747,1585,752,11937,1523
112479,1/11/2022,23:30:27,0,0,0,0,0,0,0,0
112480,1/11/2022,23:40:00,1835,746,1936,751,1583,756,11905,1523
112481,1/11/2022,23:50:04,1834,746,1936,749,1585,754,11916,1523
112482,1/12/2022,0:00:25,0,0,0,0,0,0,0,0
112483,1/12/2022,0:10:00,1835,746,1934,747,1587,753,11922,1523
112484,1/12/2022,0:20:00,1837,746,1936,749,1585,752,11925,1523
112485,1/12/2022,0:30:25,0,0,0,0,0,0,0,0
112486,1/12/2022,0:40:04,1836,746,1934,747,1585,755,11912,1523
112487,1/12/2022,0:50:02,1836,746,1936,749,1586,755,11921,1523
112488,1/12/2022,1:00:20,0,0,0,0,0,0,0,0
112489,1/12/2022,1:10:01,1837,746,1936,751,1587,752,11906,1523
112490,1/12/2022,1:20:02,1836,746,1935,750,1587,755,11909,1521
112491,1/12/2022,1:30:27,0,0,0,0,0,0,0,0
112492,1/12/2022,1:40:05,1837,746,1936,747,1587,754,11939,1523
112493,1/12/2022,1:50:04,1837,746,1936,748,1587,755,11895,1523
112494,1/12/2022,2:00:26,0,0,0,0,0,0,0,0
112495,1/12/2022,4:40:01,1839,746,1936,747,1595,754,11902,1523
112496,1/12/2022,5:00:27,0,0,0,0,0,0,0,0
112497,1/12/2022,10:20:01,1762,742,1935,747,1558,756,11938,1488
112498,1/12/2022,12:50:01,1736,742,1932,747,1557,748,11942,1484
112499,1/12/2022,15:10:01,1744,742,1935,747,1565,752,11956,1483
112500,1/12/2022,15:20:00,1744,742,1936,747,1565,753,11943,0
112501,1/12/2022,15:40:00,1744,742,1935,747,1567,754,11971,1492
112502,1/12/2022,15:50:00,1744,743,1936,747,1567,753,11959,1493
112503,1/12/2022,16:10:00,1744,742,1933,747,1565,752,11942,1494
112504,1/12/2022,16:20:01,1745,742,1936,747,1566,756,11945,1494
112505,1/12/2022,16:40:01,1745,742,1932,747,1567,754,11942,1498
112506,1/12/2022,16:50:00,1744,742,1936,747,1567,755,11942,1498
112507,1/12/2022,17:10:00,1744,744,1936,747,1567,754,11940,1503
112508,1/12/2022,17:20:07,1744,742,1933,747,1567,751,11941,0
112509,1/12/2022,17:50:04,1748,744,1932,747,1568,752,11900,1508
112510,1/12/2022,18:10:01,1743,743,1932,747,1569,752,11914,1512
112511,1/12/2022,18:20:01,1744,742,1932,747,1569,752,11935,1513
112512,1/12/2022,18:40:00,1744,743,1932,747,1570,752,11924,1517
112513,1/12/2022,18:50:08,1744,743,1932,747,1572,753,11914,1518
112514,1/12/2022,19:10:01,1744,746,1932,747,1567,753,11920,1519
112515,1/12/2022,19:20:00,1745,746,1931,747,1572,752,11937,1519
112516,1/12/2022,19:40:03,1745,746,1931,747,1572,753,11932,1519
112517,1/12/2022,19:50:08,1745,744,1931,747,1572,752,11905,1519
112518,1/12/2022,20:10:01,1745,742,1931,747,1573,752,11896,1519
112519,1/12/2022,20:20:00,1745,745,1929,747,1573,756,11937,1520
112520,1/12/2022,20:40:04,1745,746,1930,747,1573,756,11893,1521
112521,1/12/2022,20:50:00,1745,746,1928,747,1573,754,11918,1523
112522,1/12/2022,21:10:02,1745,746,1928,747,1574,753,11924,1523
112523,1/12/2022,21:20:00,1746,746,1927,747,1573,753,11889,1523
112524,1/12/2022,21:40:00,1748,746,1927,747,1573,755,11930,1523
112525,1/12/2022,21:50:00,1747,746,1927,747,1576,754,11916,1523
112526,1/12/2022,22:10:01,1746,746,1927,750,1573,755,11921,1523
112527,1/12/2022,22:20:00,1745,746,1927,747,1576,756,11925,1524
112528,1/12/2022,22:40:05,1749,746,1927,747,1569,752,11917,1527
112529,1/12/2022,22:50:09,1748,746,1927,749,1570,753,11938,1528
112530,1/12/2022,23:10:00,1745,746,1927,748,1568,752,11898,1527
112531,1/12/2022,23:20:08,1748,746,1927,750,1571,756,11901,1528
112532,1/12/2022,23:40:00,1749,746,1927,750,1572,756,11918,1527
112533,1/12/2022,23:50:09,1749,746,1927,751,1572,754,11914,1528
112534,1/13/2022,0:10:00,1749,746,1927,747,1573,756,11929,1528
112535,1/13/2022,0:20:09,1749,746,1927,750,1573,754,11917,1527
112536,1/13/2022,0:40:00,1749,746,1924,751,1576,755,11922,1528
112537,1/13/2022,0:50:00,1749,746,1926,751,1577,754,11913,1524
112538,1/13/2022,1:10:00,1750,746,1926,747,1577,752,11890,1526
112539,1/13/2022,1:20:00,1750,746,1924,747,1577,753,11920,1524
112540,1/13/2022,1:40:08,1753,746,1926,749,1577,756,11922,1524
112541,1/13/2022,1:50:01,1752,746,1924,747,1577,756,11902,1525
112542,1/13/2022,2:10:03,1750,746,1926,747,1578,755,11890,1527
112543,1/13/2022,2:20:08,1751,746,1925,751,1580,754,11916,1526
112544,1/13/2022,2:40:10,1750,746,1926,749,1580,754,11887,1524
112545,1/13/2022,2:50:01,1751,746,1923,750,1582,756,11921,1524
112546,1/13/2022,3:10:00,1753,746,1923,751,1582,756,11899,1527
112547,1/13/2022,3:40:00,1751,746,1922,750,1583,755,11939,1528
112548,1/13/2022,3:50:00,1754,746,1922,749,1587,756,11912,1528
112549,1/13/2022,4:10:00,1754,746,1922,751,1587,755,11903,1528
112550,1/13/2022,4:20:00,1752,746,1922,751,1587,756,11894,1528
112551,1/13/2022,4:40:00,1753,746,1922,751,1587,756,11931,1528
112552,1/13/2022,4:50:02,1754,746,1922,751,1587,752,11902,1525
112553,1/13/2022,5:10:00,1754,746,1922,748,1587,756,11892,1525
112554,1/13/2022,5:20:00,1754,746,1922,747,1588,754,11888,1528
112555,1/13/2022,5:50:01,1754,746,1922,748,1591,753,11916,1528
112556,1/13/2022,6:10:01,1754,746,1922,750,1591,755,11904,1528
112557,1/13/2022,6:20:09,1755,746,1922,749,1592,756,11928,1528
112558,1/13/2022,6:40:01,1755,746,1922,750,1592,756,11899,1526
112559,1/13/2022,6:50:00,1755,746,1922,751,1592,756,11940,1527
112560,1/13/2022,7:10:03,1755,746,1921,751,1592,756,11937,1524
112561,1/13/2022,7:20:00,1755,746,1921,751,1590,756,11901,1526
112562,1/13/2022,7:40:03,1755,746,1920,749,1590,753,11920,1524
112563,1/13/2022,7:50:00,1758,746,1921,749,1589,752,11895,1524
112564,1/13/2022,8:10:04,1759,746,1921,748,1588,756,11895,1519
112565,1/13/2022,8:20:00,1758,746,1921,747,1583,755,11905,1518
112566,1/13/2022,8:40:02,1759,746,1921,748,1578,755,11921,1509
112567,1/13/2022,8:50:09,1759,746,1921,750,1573,755,11901,1508
112568,1/13/2022,9:10:03,1759,746,1921,747,1567,755,11920,1502
112569,1/13/2022,9:20:09,1759,746,1921,747,1563,754,11913,1499
112570,1/13/2022,9:50:00,1760,746,1921,750,1553,753,11917,1494
112571,1/13/2022,10:10:00,1760,746,1921,751,1555,755,11934,1494
112572,1/13/2022,10:40:03,1762,746,1921,748,1554,756,11940,1492
112573,1/13/2022,10:50:25,1761,744,1921,748,1553,754,11933,1491
112574,1/13/2022,11:10:02,1764,744,1921,749,1556,755,11940,1489
112575,1/13/2022,11:20:01,1764,746,1921,747,1555,756,11927,1489
112576,1/13/2022,11:30:27,0,0,0,0,0,0,0,0
112577,1/13/2022,11:40:00,1764,746,1922,747,1553,755,11941,0
112578,1/13/2022,11:50:00,1764,742,1922,747,1553,756,11969,1488
112579,1/13/2022,12:00:27,0,0,0,0,0,0,0,0
112580,1/13/2022,12:10:08,1764,746,1924,747,1553,752,11977,1484
112581,1/13/2022,12:20:00,1764,743,1922,747,1553,755,11966,1484
112582,1/13/2022,12:30:20,1764,743,1922,748,1556,756,11978,0
112583,1/13/2022,12:40:02,1764,746,1925,747,1557,756,11956,1485
112584,1/13/2022,12:50:00,1764,746,1922,747,1558,753,11942,1488
112585,1/13/2022,13:00:46,0,0,0,0,0,0,0,0
112586,1/13/2022,13:10:02,0,0,0,0,0,0,0,0
112587,1/13/2022,13:20:09,1769,744,1926,747,1557,754,11942,1488
112588,1/13/2022,13:40:02,1769,743,1926,747,1562,753,11942,1489
112589,1/13/2022,13:50:00,1769,744,1926,747,1553,754,11942,1482
112590,1/13/2022,14:10:02,1769,745,1926,747,1557,752,11942,1483
112591,1/13/2022,14:20:01,1769,742,1926,747,1567,755,11942,0
112592,1/13/2022,14:40:01,1772,745,1930,747,1568,756,11942,1479
112593,1/13/2022,14:50:00,1770,745,1927,747,1567,752,11942,1483
112594,1/13/2022,15:10:00,1770,743,1927,747,1567,752,11942,1493
112595,1/13/2022,15:20:01,1770,745,1927,747,1565,753,11942,1498
112596,1/13/2022,15:40:00,1770,744,1927,747,1570,755,11935,1501
112597,1/13/2022,15:50:01,1770,746,1929,747,1569,756,11940,1503
112598,1/13/2022,16:10:02,1770,743,1927,747,1563,754,11950,1498
112599,1/13/2022,16:20:08,1770,746,1930,747,1565,752,11970,1498
112600,1/13/2022,16:40:01,1770,745,1929,747,1566,755,11942,1499
112601,1/13/2022,16:50:00,1770,742,1931,747,1566,755,11942,1503
112602,1/13/2022,17:10:00,1770,746,1927,747,1567,754,11934,1504
112603,1/13/2022,17:20:10,1770,745,1928,747,1565,755,11924,1504
112604,1/13/2022,17:40:04,1774,746,1931,747,1571,752,11935,1512
112605,1/13/2022,17:50:01,1770,745,1931,747,1569,753,11928,1511
112606,1/13/2022,18:10:01,1772,746,1927,747,1572,753,11928,1516
112607,1/13/2022,18:20:07,1770,744,1930,747,1572,755,11912,1518
112608,1/13/2022,18:40:03,1771,746,1927,747,1573,754,11912,1523
112609,1/13/2022,18:50:00,1770,744,1929,747,1573,755,11939,1523
112610,1/13/2022,19:10:00,1772,744,1928,747,1573,752,11914,1523
112611,1/13/2022,19:20:00,1771,746,1930,747,1573,754,11939,1523
112612,1/13/2022,19:40:05,1773,744,1930,749,1576,756,11890,1523
112613,1/13/2022,19:50:00,1773,746,1931,747,1573,754,11923,1523
112614,1/13/2022,20:10:04,1772,745,1930,749,1575,753,11913,1528
112615,1/13/2022,20:20:00,1774,746,1930,747,1576,754,11928,1528
112616,1/13/2022,20:40:01,1773,746,1929,747,1576,752,11933,1530
112617,1/13/2022,20:50:09,1772,746,1928,747,1577,755,11927,1533
112618,1/13/2022,21:10:05,1774,746,1930,751,1577,755,11907,1533
112619,1/13/2022,21:40:02,1774,746,1927,747,1577,756,11889,1536
112620,1/13/2022,21:50:00,1774,746,1928,749,1577,752,11900,1535
112621,1/13/2022,22:10:04,1774,746,1927,747,1579,755,11939,1537
112622,1/13/2022,22:20:00,1774,746,1928,750,1581,755,11906,1535
112623,1/13/2022,22:40:07,1774,746,1927,747,1582,756,11901,1535
112624,1/13/2022,22:50:01,1774,746,1930,748,1582,756,11893,1537
112625,1/13/2022,23:10:04,1774,746,1927,747,1582,755,11900,1535
112626,1/13/2022,23:20:00,1774,746,1927,749,1582,753,11899,1537
112627,1/13/2022,23:40:03,1774,746,1927,751,1583,753,11905,1537
112628,1/13/2022,23:50:00,1774,746,1927,749,1585,752,11916,1537
112629,1/14/2022,0:10:00,1774,746,1927,748,1587,752,11905,1537
112630,1/14/2022,0:20:03,1774,746,1927,751,1586,752,11922,1537
112631,1/14/2022,0:40:00,1774,746,1927,748,1586,756,11915,1537
112632,1/14/2022,0:50:04,1774,746,1927,750,1585,755,11933,1537
112633,1/14/2022,1:10:02,1774,746,1927,749,1587,754,11909,1537
112634,1/14/2022,1:20:00,1774,746,1927,751,1587,754,11902,1537
112635,1/14/2022,1:30:25,0,0,0,0,0,0,0,0
112636,1/14/2022,1:40:00,1775,746,1927,751,1587,752,11897,1537
112637,1/14/2022,1:50:00,1775,746,1927,751,1588,754,11911,1537
112638,1/14/2022,2:00:28,0,0,0,0,0,0,0,0
112639,1/14/2022,2:10:00,1775,746,1927,750,1591,756,11889,1537
112640,1/14/2022,2:20:00,1775,746,1927,748,1589,754,11918,1537
112641,1/14/2022,2:30:27,0,0,0,0,0,0,0,0
112642,1/14/2022,2:50:00,1778,746,1927,749,1589,754,11900,1538
112643,1/14/2022,3:00:28,0,0,0,0,0,0,0,0
112644,1/14/2022,3:10:02,1775,746,1927,750,1592,754,11925,1540
112645,1/14/2022,3:20:00,1777,746,1927,748,1592,756,11890,1542
112646,1/14/2022,3:30:27,0,0,0,0,0,0,0,0
112647,1/14/2022,3:40:02,1777,746,1927,748,1592,753,11912,1538
112648,1/14/2022,3:50:00,1778,746,1927,750,1592,756,11887,1538
112649,1/14/2022,4:00:28,0,0,0,0,0,0,0,0
112650,1/14/2022,4:10:02,1776,746,1927,750,1594,756,11920,1540
112651,1/14/2022,4:20:02,1777,746,1927,750,1596,752,11887,1541
112652,1/14/2022,4:30:28,0,0,0,0,0,0,0,0
112653,1/14/2022,4:40:05,1778,746,1927,751,1594,752,11905,1542
112654,1/14/2022,4:50:00,1778,746,1927,751,1596,754,11903,1541
112655,1/14/2022,5:00:26,0,0,0,0,0,0,0,0
112656,1/14/2022,5:10:00,1777,746,1927,750,1596,754,11910,1540
112657,1/14/2022,5:20:00,1778,745,1927,749,1596,756,11894,1538
112658,1/14/2022,5:30:25,0,0,0,0,0,0,0,0
112659,1/14/2022,5:40:01,1775,746,1927,748,1596,753,11902,1538
112660,1/14/2022,5:50:00,1778,744,1927,747,1600,755,11931,1538
112661,1/14/2022,6:10:02,1778,746,1927,747,1600,754,11887,1542
112662,1/14/2022,6:20:01,1778,745,1927,747,1598,753,11929,1538
112663,1/14/2022,6:30:26,0,0,0,0,0,0,0,0
112664,1/14/2022,6:40:04,1778,746,1927,749,1601,752,11894,1539
112665,1/14/2022,6:50:00,1778,746,1927,749,1601,756,11936,1538
112666,1/14/2022,7:00:26,0,0,0,0,0,0,0,0
112667,1/14/2022,7:10:03,1778,746,1927,747,1601,753,11909,1538
112668,1/14/2022,7:20:00,1778,745,1927,750,1601,756,11931,1538
112669,1/14/2022,7:30:27,0,0,0,0,0,0,0,0
112670,1/14/2022,7:40:05,1778,744,1927,747,1601,752,11924,1537
112671,1/14/2022,7:50:01,1778,746,1927,749,1597,754,11933,1536
112672,1/14/2022,8:00:25,0,0,0,0,0,0,0,0
112673,1/14/2022,8:10:00,1778,744,1927,747,1593,755,11916,1534
112674,1/14/2022,8:20:01,1778,745,1927,747,1589,753,11917,1529
112675,1/14/2022,8:30:27,0,0,0,0,0,0,0,0
112676,1/14/2022,8:40:01,1778,746,1927,747,1584,754,11914,1524
112677,1/14/2022,8:50:04,1778,743,1927,747,1583,754,11926,1522
112678,1/14/2022,9:00:27,0,0,0,0,0,0,0,0
112679,1/14/2022,9:10:00,1783,744,1927,747,1573,752,11914,1515
112680,1/14/2022,9:20:00,1783,746,1927,747,1571,752,11922,1514
112681,1/14/2022,9:30:29,0,0,0,0,0,0,0,0
112682,1/14/2022,9:40:00,1783,746,1927,747,1563,755,11934,1505
112683,1/14/2022,9:50:04,1780,744,1927,747,1563,754,11900,1507
112684,1/14/2022,10:00:29,0,0,0,0,0,0,0,0
112685,1/14/2022,10:10:00,1783,743,1927,747,1566,754,11899,1507
112686,1/14/2022,10:20:00,1783,742,1927,747,1563,752,11938,1506
112687,1/14/2022,10:30:25,0,0,0,0,0,0,0,0
112688,1/14/2022,10:40:00,1783,744,1929,747,1563,753,11935,1507
112689,1/14/2022,10:50:05,1783,742,1930,747,1563,752,11934,1505
112690,1/14/2022,11:10:02,1783,744,1929,747,1563,752,11933,1507
112691,1/14/2022,11:20:01,1783,743,1931,747,1563,752,11927,1506
112692,1/14/2022,11:30:00,1783,742,1931,747,1567,752,11928,1508
112693,1/14/2022,11:40:02,1783,744,1931,747,1564,753,11941,0
112694,1/14/2022,11:50:08,1786,743,1931,747,1567,752,11954,1508
112695,1/14/2022,12:00:27,0,0,0,0,0,0,0,0
112696,1/14/2022,12:10:03,1785,743,1931,747,1565,752,11947,1508
112697,1/14/2022,12:20:04,1786,742,1931,747,1567,754,11969,1508
112698,1/14/2022,12:30:25,0,0,0,0,0,0,0,0
112699,1/14/2022,12:40:01,1786,742,1932,747,1572,754,11976,1505
112700,1/14/2022,12:50:03,1787,742,1932,747,1569,753,11943,1504
112701,1/14/2022,13:00:27,0,0,0,0,0,0,0,0
112702,1/14/2022,13:10:00,1788,742,1932,747,1568,753,11942,1504
112703,1/14/2022,13:20:00,1788,742,1932,747,1562,752,11942,1505
112704,1/14/2022,13:30:20,1787,742,1936,747,1566,752,11942,1507
112705,1/14/2022,13:40:00,1788,742,1936,747,1567,755,11942,1508
112706,1/14/2022,13:50:00,1788,742,1936,747,1558,751,11942,1501
112707,1/14/2022,14:00:33,0,0,0,0,0,0,0,0
112708,1/14/2022,14:10:00,1788,742,1936,747,1554,754,11942,1503
112709,1/14/2022,14:20:00,1788,742,1936,747,1557,752,11942,1499
112710,1/14/2022,14:30:25,0,0,0,0,0,0,0,0
112711,1/14/2022,14:40:00,1789,742,1938,747,1557,755,11942,1489
112712,1/14/2022,14:50:00,1790,742,1940,747,1547,752,11955,1484
112713,1/14/2022,15:00:33,0,0,0,0,0,0,0,0
112714,1/14/2022,15:10:07,1793,742,1940,747,1557,754,11955,1502
112715,1/14/2022,15:20:01,1793,742,1940,747,1558,753,11942,1503
112716,1/14/2022,15:30:25,0,0,0,0,0,0,0,0
112717,1/14/2022,15:40:01,1793,742,1941,747,1557,754,11964,1513
112718,1/14/2022,15:50:00,1793,742,1941,747,1558,752,11963,1517
112719,1/14/2022,16:00:28,0,0,0,0,0,0,0,0
112720,1/14/2022,16:10:00,1794,744,1941,747,1562,752,11982,1518
112721,1/14/2022,16:20:05,1794,742,1941,747,1562,752,11950,1523
112722,1/14/2022,16:30:27,0,0,0,0,0,0,0,0
112723,1/14/2022,16:40:01,1794,742,1941,747,1562,752,11942,1522
112724,1/14/2022,16:50:07,1794,742,1941,747,1565,752,11942,1523
112725,1/14/2022,17:00:25,0,0,0,0,0,0,0,0
112726,1/14/2022,17:10:07,1794,742,1941,747,1565,756,11942,1528
112727,1/14/2022,17:20:01,1794,742,1941,747,1567,755,11940,1527
112728,1/14/2022,17:30:18,0,0,0,0,0,0,0,0
112729,1/14/2022,17:40:00,1794,742,1941,747,1568,752,11922,1533
112730,1/14/2022,17:50:06,1794,742,1941,747,1569,752,11938,1534
112731,1/14/2022,18:00:19,0,0,0,0,0,0,0,0
112732,1/14/2022,18:10:02,1794,742,1941,747,1575,753,11927,1542
112733,1/14/2022,18:20:01,1794,742,1941,747,1576,752,11927,1542
112734,1/14/2022,18:30:19,0,0,0,0,0,0,0,0
112735,1/14/2022,18:40:02,1798,744,1946,747,1577,752,11934,1544
112736,1/14/2022,18:50:00,1798,742,1942,747,1577,752,11906,1543
112737,1/14/2022,19:00:24,0,0,0,0,0,0,0,0
112738,1/14/2022,19:10:00,1796,743,1942,747,1577,755,11920,1543
112739,1/14/2022,19:20:08,1798,743,1942,747,1578,753,11910,1544
112740,1/14/2022,19:40:00,1798,743,1943,747,1580,755,11914,1547
112741,1/14/2022,19:50:00,1798,745,1942,747,1582,755,11940,1547
112742,1/14/2022,20:10:00,1798,746,1942,747,1582,752,11940,1547
112743,1/14/2022,20:20:00,1798,745,1942,747,1584,752,11939,1547
112744,1/14/2022,20:40:00,1798,743,1942,747,1584,752,11936,1551
112745,1/14/2022,20:50:01,1798,744,1942,747,1587,750,11932,1551
112746,1/14/2022,21:10:00,1798,746,1942,747,1585,754,11891,1547
112747,1/14/2022,21:20:01,1798,744,1942,747,1587,751,11940,1549
112748,1/14/2022,21:40:01,1798,743,1942,747,1587,752,11912,1552
112749,1/14/2022,21:50:00,1798,746,1942,747,1587,754,11916,1557
112750,1/14/2022,22:10:03,1799,746,1942,747,1588,754,11907,1557
112751,1/14/2022,22:20:00,1801,743,1942,747,1588,752,11933,1557
112752,1/14/2022,22:40:07,1799,744,1942,747,1592,756,11922,1561
112753,1/14/2022,22:50:08,1803,745,1942,747,1592,755,11912,1562
112754,1/14/2022,23:10:00,1802,744,1942,747,1592,752,11900,1562
112755,1/14/2022,23:20:00,1799,746,1942,747,1592,749,11927,1562
112756,1/14/2022,23:40:00,1801,743,1942,747,1593,750,11917,1562
112757,1/14/2022,23:50:09,1803,745,1942,747,1593,754,11909,1559
112758,1/15/2022,0:10:01,1803,746,1942,747,1595,754,11924,1562
112759,1/15/2022,0:20:00,1803,744,1942,748,1595,753,11915,1562
112760,1/15/2022,0:40:01,1800,743,1942,747,1596,753,11892,1562
112761,1/15/2022,0:50:15,1803,746,1942,750,1596,753,11891,1562
112762,1/15/2022,1:10:02,1803,746,1942,747,1596,752,11932,1562
112763,1/15/2022,1:20:08,1803,744,1942,750,1596,752,11897,1562
112764,1/15/2022,1:40:03,1803,746,1942,747,1598,755,11892,1562
112765,1/15/2022,1:50:00,1803,746,1942,747,1597,752,11891,1562
112766,1/15/2022,2:10:00,1803,744,1942,748,1601,753,11939,1562
112767,1/15/2022,2:40:00,1803,746,1942,747,1601,756,11914,1562
112768,1/15/2022,2:50:08,1803,746,1942,750,1601,752,11900,1562
112769,1/15/2022,3:10:00,1803,746,1942,749,1601,754,11897,1562
112770,1/15/2022,3:20:00,1803,746,1942,749,1601,752,11902,1562
112771,1/15/2022,3:40:00,1804,746,1942,747,1605,754,11903,1562
112772,1/15/2022,3:50:08,1804,746,1942,747,1605,750,11905,1562
112773,1/15/2022,4:10:03,1804,744,1942,747,1604,753,11902,1562
112774,1/15/2022,4:20:07,1804,745,1942,747,1606,754,11912,1562
112775,1/15/2022,4:40:00,1805,744,1942,747,1606,752,11915,1562
112776,1/15/2022,5:10:01,1804,744,1942,747,1606,753,11892,1562
112777,1/15/2022,5:20:00,1805,743,1942,747,1606,753,11908,1562
112778,1/15/2022,5:30:19,0,0,0,0,0,0,0,0
112779,1/15/2022,5:40:00,1805,746,1942,747,1607,753,11902,1562
112780,1/15/2022,5:50:00,1806,746,1942,747,1608,750,11913,1562
112781,1/15/2022,6:10:01,1807,746,1942,747,1610,756,11887,1562
112782,1/15/2022,6:20:08,1808,744,1942,747,1611,755,11890,1562
112783,1/15/2022,6:40:00,1805,746,1942,747,1611,750,11906,1563
112784,1/15/2022,6:50:00,1807,742,1942,747,1611,754,11935,1563
112785,1/15/2022,7:10:01,1807,742,1942,747,1611,752,11926,1563
112786,1/15/2022,7:20:00,1808,743,1942,747,1611,752,11903,1563
112787,1/15/2022,7:40:00,1806,746,1942,747,1611,752,11892,1562
112788,1/15/2022,7:50:09,1808,742,1942,747,1608,751,11921,1561
112789,1/15/2022,8:10:03,1808,742,1942,747,1605,751,11891,1557
112790,1/15/2022,8:20:07,1808,742,1942,747,1602,752,11923,1553
112791,1/15/2022,8:40:01,1808,742,1942,747,1597,752,11936,1548
112792,1/15/2022,8:50:07,1808,742,1942,747,1593,753,11908,1546
112793,1/15/2022,9:00:17,0,0,0,0,0,0,0,0
112794,1/15/2022,9:10:00,1808,742,1942,747,1583,750,11913,1538
112795,1/15/2022,9:20:04,1808,742,1942,747,1578,752,11921,1537
112796,1/15/2022,9:40:01,1808,742,1942,747,1573,749,11938,1533
112797,1/15/2022,9:50:01,1809,742,1942,747,1573,750,11914,1529
112798,1/15/2022,10:10:02,1811,742,1944,747,1573,752,11924,1529
112799,1/15/2022,10:40:01,1812,742,1946,747,1573,751,11934,1525
112800,1/15/2022,10:50:00,1812,742,1943,747,1573,748,11937,1525
112801,1/15/2022,11:00:10,0,0,0,0,0,0,0,0
112802,1/15/2022,11:10:02,1810,742,1946,747,1573,752,11920,1524
112803,1/15/2022,11:20:00,1813,742,1946,747,1573,749,11919,1523
112804,1/15/2022,11:40:01,1813,742,1946,747,1573,754,11940,1522
